antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,weighted_support,rule_type
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",0.039228456913827654,0.03206412825651302,0.0156813627254509,0.3997445721583653,12.467033844189018,0.014423536451660836,1.6125399735641495,0.9573435696815324,0.043399758199505256,Ít giá trị kinh doanh
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK'})",0.04909819639278557,0.023547094188376753,0.0156813627254509,0.3193877551020408,13.563786365610074,0.01452524287051056,1.4346684373244238,0.9741008695886371,0.043399758199505256,Ít giá trị kinh doanh
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'POSTAGE'}),0.036673346693386774,0.0564128256513026,0.011923847695390781,0.3251366120218579,5.763522891613041,0.009855000582326977,1.3981899020713493,0.8579592436100713,0.0147438465393132,Ít giá trị kinh doanh
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'LUNCH BAG WOODLAND'}),0.036673346693386774,0.05095190380761523,0.011322645290581163,0.3087431693989071,6.059502125075896,0.009454068457556395,1.3729312379700112,0.8667568129810692,0.047989673631807,Ít giá trị kinh doanh
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'SPACEBOY LUNCH BOX '}),0.03542084168336673,0.045090180360721446,0.013326653306613227,0.37623762376237624,8.344114411441144,0.011729521166581661,1.5308871711677323,0.9124757044015015,0.05108235063598034,Ít giá trị kinh doanh
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.042585170340681364,0.03542084168336673,0.01282565130260521,0.30117647058823527,8.502803893834761,0.011317248725908731,1.3802900413621855,0.9216399300104656,0.051210006984528295,Ít giá trị kinh doanh
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03542084168336673,0.042585170340681364,0.01282565130260521,0.3620933521923621,8.502803893834761,0.011317248725908731,1.5008698105745861,0.9147945287747364,0.051210006984528295,Ít giá trị kinh doanh
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.046392785571142285,0.030410821643286574,0.017134268537074147,0.36933045356371486,12.144704865126439,0.0157234258095349,1.5373965396546516,0.9623035294797184,0.06090982041514098,Ít giá trị kinh doanh
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.030410821643286574,0.046392785571142285,0.017134268537074147,0.5634266886326194,12.144704865126439,0.0157234258095349,2.1843002987106286,0.9464416565967528,0.06090982041514098,Ít giá trị kinh doanh
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020791583166332665,0.051703406813627256,0.012024048096192385,0.5783132530120482,11.185205940039225,0.010949052413444123,2.248817635270541,0.9299309286262473,0.03625005955740018,Ít giá trị kinh doanh
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.020791583166332665,0.044188376753507015,0.011623246492985972,0.5590361445783133,12.651203453268858,0.010704500182730189,2.16755094889232,0.9405108458817406,0.03314929756677728,Ít giá trị kinh doanh
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.020791583166332665,0.04173346693386774,0.010671342685370741,0.5132530120481927,12.298355486773021,0.009803637836795836,1.9687158971408163,0.9381948723122396,0.03651190755604294,Ít giá trị kinh doanh
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05511022044088176,0.11302605210420842,0.020440881763527055,0.3709090909090909,3.2816247582205027,0.014211991116501541,1.4099296859615182,0.7358243403405901,0.04752616784614269,Phổ biến & Giá trị cao
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05511022044088176,0.04864729458917836,0.027004008016032064,0.49,10.072502574665293,0.02432304488736993,1.8653974615898463,0.9532538359988747,0.043487111490601145,Phổ biến & Giá trị cao
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04864729458917836,0.05511022044088176,0.027004008016032064,0.5550978372811534,10.072502574665291,0.02432304488736993,2.123814759147925,0.9467779949938794,0.043487111490601145,Phổ biến & Giá trị cao
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04864729458917836,0.11302605210420842,0.016983967935871744,0.349124613800206,3.0888862107500494,0.011485556282906494,1.3627400370360974,0.7108391117913165,0.04473060378150806,Ít giá trị kinh doanh
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.020440881763527055,0.04864729458917836,0.01092184368737475,0.5343137254901961,10.983421174855112,0.009927450090561885,2.0429047568821854,0.9279212150332588,0.023962655776088918,Ít giá trị kinh doanh
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.016983967935871744,0.05511022044088176,0.01092184368737475,0.6430678466076696,11.668758380262805,0.00998585347046799,2.6472531840540583,0.9300978309609298,0.023962655776088918,Ít giá trị kinh doanh
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.027004008016032064,0.11302605210420842,0.01092184368737475,0.4044526901669759,3.5784023473993076,0.007869687270332248,1.4893425480243976,0.7405433161587593,0.023962655776088918,Ít giá trị kinh doanh
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.02720440881763527,0.05511022044088176,0.010721442885771542,0.3941068139963167,7.151247279424074,0.009222201918867795,1.5594989370838939,0.8842189063538599,0.01841607007216656,Ít giá trị kinh doanh
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.037124248496993986,0.11302605210420842,0.024799599198396794,0.6680161943319839,5.910285123610992,0.020603591953445972,2.6717385991495193,0.8628355462634042,0.04219613959177005,Phổ biến & Giá trị cao
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03221442885771543,0.04298597194388778,0.016733466933867736,0.5194401244167963,12.083945085500297,0.01534869839880161,1.9914563755342403,0.9477776858148897,0.05154997766473744,Ít giá trị kinh doanh
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.04298597194388778,0.03221442885771543,0.016733466933867736,0.38927738927738925,12.083945085500295,0.01534869839880161,1.5846565267940462,0.9584452704892801,0.05154997766473744,Ít giá trị kinh doanh
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.03221442885771543,0.03291583166332665,0.013226452905811623,0.4105754276827372,12.473493967347695,0.01216608818840085,1.6407259109247518,0.9504481450629921,0.05140114791417609,Ít giá trị kinh doanh
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03291583166332665,0.03221442885771543,0.013226452905811623,0.4018264840182649,12.473493967347693,0.01216608818840085,1.6179010693142009,0.9511374821624524,0.05140114791417609,Ít giá trị kinh doanh
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.03221442885771543,0.03917835671342686,0.013176352705410822,0.4090202177293935,10.43995338347659,0.011914244320303935,1.625811359561228,0.9343124744236199,0.03929549414075182,Ít giá trị kinh doanh
frozenset({'HOT WATER BOTTLE KEEP CALM'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03917835671342686,0.03221442885771543,0.013176352705410822,0.33631713554987214,10.439953383476592,0.011914244320303935,1.4582048490043673,0.9410842667869989,0.03929549414075182,Ít giá trị kinh doanh
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07835671342685371,0.10465931863727455,0.029008016032064127,0.3702046035805626,3.5372349868205024,0.020807255794153434,1.421637386448023,0.7782764969932262,0.0768156737569308,Phổ biến & Giá trị cao
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10465931863727455,0.06102204408817635,0.04133266533066132,0.3949258018190522,6.4718546833401325,0.03494613977453906,1.551839359097943,0.9443162869249825,0.09150746007099693,Phổ biến & Giá trị cao
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06102204408817635,0.10465931863727455,0.04133266533066132,0.6773399014778325,6.4718546833401325,0.03494613977453906,2.77487264605547,0.900430923254528,0.09150746007099693,Phổ biến & Giá trị cao
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.04133266533066132,0.07835671342685371,0.012474949899799598,0.3018181818181818,3.8518484073471284,0.009236258087316918,1.3200619989979958,0.7723058421299518,0.03241845004167773,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.029008016032064127,0.06102204408817635,0.012474949899799598,0.43005181347150256,7.047482920271914,0.010704821466580455,1.6474795044634722,0.883740938678609,0.03241845004167773,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016182364729458918,0.10465931863727455,0.012474949899799598,0.7708978328173374,7.365783026823386,0.010781314633274565,3.908041082164327,0.8784525482896091,0.03241845004167773,Ít giá trị kinh doanh
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06102204408817635,0.0593186372745491,0.025801603206412827,0.422824302134647,7.128017796121245,0.022181858707394753,1.6298007109524881,0.9155790483551299,0.05808373890165361,Phổ biến & Giá trị cao
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0593186372745491,0.06102204408817635,0.025801603206412827,0.43496621621621623,7.128017796121244,0.022181858707394753,1.6618085198798194,0.9139210973728081,0.05808373890165361,Phổ biến & Giá trị cao
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.10465931863727455,0.0593186372745491,0.03627254509018036,0.34657730971756817,5.842637755036031,0.030064296930534414,1.4396215140904518,0.9257307820843732,0.08193432424057256,Phổ biến & Giá trị cao
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0593186372745491,0.10465931863727455,0.03627254509018036,0.6114864864864864,5.842637755036031,0.030064296930534414,2.304529058116232,0.8811107161605153,0.08193432424057256,Phổ biến & Giá trị cao
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04133266533066132,0.0593186372745491,0.020691382765531063,0.5006060606060606,8.43927108927109,0.018239585383191235,1.883645932641983,0.9195122460458411,0.05153876424603113,Phổ biến & Giá trị cao
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03627254509018036,0.06102204408817635,0.020691382765531063,0.5704419889502763,9.348129802502065,0.01847795791984771,2.1859165275889403,0.9266382594781677,0.05153876424603113,Phổ biến & Giá trị cao
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.025801603206412827,0.10465931863727455,0.020691382765531063,0.8019417475728156,7.662401762352033,0.017991004554198577,4.520592655900036,0.8925210922718014,0.05153876424603113,Phổ biến & Giá trị cao
frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.06102204408817635,0.03627254509018036,0.020691382765531063,0.339080459770115,9.348129802502065,0.01847795791984771,1.4581615404722488,0.9510625098347046,0.05153876424603113,Phổ biến & Giá trị cao
frozenset({'JUMBO STORAGE BAG SUKI'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",0.0593186372745491,0.04133266533066132,0.020691382765531063,0.3488175675675676,8.43927108927109,0.018239585383191235,1.4721947136815783,0.9370934612317409,0.05153876424603113,Phổ biến & Giá trị cao
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.029008016032064127,0.0593186372745491,0.012024048096192385,0.4145077720207254,6.987816832376418,0.010303332115132067,1.6066504690797525,0.8824931634074609,0.03417065241748655,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.03627254509018036,0.07835671342685371,0.012024048096192385,0.3314917127071823,4.230546410252787,0.009181850675298493,1.3786564865267728,0.7923650100505997,0.03417065241748655,Ít giá trị kinh doanh
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017134268537074147,0.10465931863727455,0.012024048096192385,0.7017543859649124,6.70513046618461,0.010230787225754113,3.0020246375103157,0.8656934957691915,0.03417065241748655,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG RED RETROSPOT', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.022344689378757516,0.0593186372745491,0.01062124248496994,0.47533632286995514,8.013271118652284,0.009295785960698954,1.7929225973314151,0.8952102119233217,0.044152789749924384,Ít giá trị kinh doanh
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015230460921843688,0.10465931863727455,0.01062124248496994,0.6973684210526316,6.663223400770956,0.009027232822358143,2.958517034068137,0.8630674008032497,0.044152789749924384,Ít giá trị kinh doanh
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0593186372745491,0.046743486973947895,0.021142284569138275,0.3564189189189189,7.624996379015672,0.01836952462038305,1.4811754743081962,0.923641555116242,0.05770442703738029,Phổ biến & Giá trị cao
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.046743486973947895,0.0593186372745491,0.021142284569138275,0.4523043944265809,7.624996379015671,0.01836952462038305,1.7175258540564493,0.9114570788281159,0.05770442703738029,Phổ biến & Giá trị cao
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.06102204408817635,0.046743486973947895,0.020741482965931864,0.33990147783251234,7.27163290196886,0.01788909984297252,1.4441124786887207,0.9185298770953869,0.05140025354067507,Phổ biến & Giá trị cao
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.046743486973947895,0.06102204408817635,0.020741482965931864,0.4437299035369775,7.27163290196886,0.01788909984297252,1.6879892733443767,0.9047714803448647,0.05140025354067507,Phổ biến & Giá trị cao
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.046743486973947895,0.10465931863727455,0.02930861723446894,0.6270096463022509,5.990958611868323,0.024416475737045234,2.400439240550066,0.8739324549594166,0.07062755131572399,Phổ biến & Giá trị cao
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.05886773547094189,0.046743486973947895,0.021092184368737475,0.3582978723404255,7.665193496157441,0.01834050114256569,1.485512470564471,0.9239298045074372,0.05836359155762055,Phổ biến & Giá trị cao
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.046743486973947895,0.05886773547094189,0.021092184368737475,0.4512325830653805,7.665193496157442,0.01834050114256569,1.7149929742297094,0.9121785556142434,0.05836359155762055,Phổ biến & Giá trị cao
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG APPLES'}),0.046743486973947895,0.04899799599198397,0.014228456913827655,0.30439442658092175,6.212385229606542,0.011938119726426801,1.3671569641594437,0.8801736154034631,0.04555960457960273,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03627254509018036,0.046743486973947895,0.01593186372745491,0.43922651933701656,9.396528752376046,0.014236358488520126,1.6998958508149304,0.9272099875626283,0.043833899659384175,Ít giá trị kinh doanh
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.021142284569138275,0.10465931863727455,0.01593186372745491,0.7535545023696683,7.200070783771459,0.013719126630013534,3.633016995529521,0.8797115892848061,0.043833899659384175,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02930861723446894,0.0593186372745491,0.01593186372745491,0.5435897435897435,9.163894663894663,0.014193316492704848,2.0610434351849767,0.9177748021911138,0.043833899659384175,Ít giá trị kinh doanh
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.046743486973947895,0.03627254509018036,0.01593186372745491,0.3408360128617363,9.396528752376046,0.014236358488520126,1.4620450657412383,0.937394824236859,0.043833899659384175,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.025801603206412827,0.046743486973947895,0.011823647294589179,0.458252427184466,9.803556748769498,0.010617590391203248,1.7595953555857233,0.9217795956435142,0.03485015221614489,Ít giá trị kinh doanh
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.021142284569138275,0.06102204408817635,0.011823647294589179,0.5592417061611376,9.164584938404191,0.010533501873486452,2.1303693408322024,0.9101264636839813,0.03485015221614489,Ít giá trị kinh doanh
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO  BAG BAROQUE BLACK WHITE'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.020741482965931864,0.0593186372745491,0.011823647294589179,0.5700483091787439,9.6099360229795,0.010593290789996828,2.187876877350206,0.9149177862911827,0.03485015221614489,Ít giá trị kinh doanh
